text,label
Come get him because he shot me with a BB gun today... ,1
"In all 24 hours of this life, I have never experienced such chaos as meijer tonight I also never thought I would be speechless while looking at the toilet paper aisle but here we are",0
I hate people ,4
I’m grumpy thinking about having to cancel my spring break trip to Universal Studios ,4
"Aye it must have been all that union jack shite they have been trying to sell. That nobody up here would touch with a barge pole.
   ",1
I’m actually starving ,3
You left me with nothing now I'm lyin' in the arms of a stranger @NiallOfficial ,0
My best today  pic.twitter.com/wvLOJk6FH5,4
you can’t be soft if you wanna be a dick,3
And you should know that that's you ,4
When i met you // apo hiking society ,3
Get me one too z,4
Edelgard isn't immune ,2
Cute and badass. Perfect battle-scarred Orie. ,4
"Don't cry, goodnight love have amazing dreams",1
lexy ,3
Imma still drink Coronas bc my immune system built different ,4
Odion Ighalo's Man Utd contract already being typed. You heard it here first ,4
Only with sanitized hands. ,1
I wasn't ever going ,2
rest in piece brother,2
no he just stinks that's all ,2
I count three cuties in this photo and I love it! pic.twitter.com/yX8AeRyA5S,0
"not related to chan but please stay safe!! take care and wash your hands 

remember that stray kids (and i) love you a lot and want you to be safe ",3
Omgee how proud i am as Perakian  https://twitter.com/howardlee_my/status/1238147408229314560 …,1
Ok I played it and did pretty well for someone who doesn’t like BRs placed 5th with 6kills but I played plunged.,0
"George, please explain how and in what manner the 8 years prior to trump victimized Americans. As one of the fortunate few to escape his tentacles, I was never a victim. Please tell me why I wasn’t good enough to be an Obama victim like you. I’m in dispare over this!  https://twitter.com/IamGMJohnson/status/1237729803819679745 …",2
 Shit that came out wrong...made me angry,1
I was at game 5 (pretty sure it was5) 1975 last row of the spectrum against the cinder block. I was 9. My first parade and my first streaker,1
Oh my Morgan Geekie scores again ,1
all my dogs safe ,4
I’ll do nothing but spoil you ,3
So very sorry to hear this.. #RIPSweetOllie ,3
ward con patas free agent,2
They gon nvr catch a break ,4
ok i just finished listening to the album and dear @NiallOfficial let me say you have done so and you literally made me cry with STILL i am very proud of you and i am sorry for what you have gone through and that evidently you had to go through you don't deserve it  NELLO,0
Maybe a step by sept guid how to ,1
Friday the 13th btw,1
I used to go to Windsor village ,2
Give him half right now he said please ,3
Dear...pic.twitter.com/H4oazJ8Icu,4
train go choo choo   pic.twitter.com/EWC8hWNsFI,1
Thank you so much for your support ,0
LISTEN i need RECS or i'll spend 5 hours aimlessly wandering  i've been meaning to read TPW so yours is noted,4
You’re welcome! (And you’re welcome to DM me. ),1
yes of course thunk ,3
"its sad bc now people are gonna be like ""vannessa"" even tho shes actually against kyle oop #BBCAN8",4
To think I’ve been breastfeeding for a year.  https://twitter.com/layyallay/status/1135185109160775686 …,3
So styles and I have a child together  everyone meet Luna  pic.twitter.com/x7DfxbbNmO,0
I wish I was off bc I would bc Inmiss you  https://twitter.com/sip_shampagne/status/1237880607314571268 …,3
Y’all better be twt lovers with nita or I’ll eat your faces off.  https://twitter.com/san_pdf/status/1238249896588840960 …,4
Its gone too far mate ,1
lol but yes ily tooooo,2
Who said cuz I’m gonna spit on them. ,4
amanda is so savage and I freaking love JJ and I feel so bad for him ,2
Girl I just started making healthier choices and occasionally working out! You can do it!!! ,4
GOD.....gonna get kidnapped by an old buff foagie. but thank u :-(,0
I rlly “ my daughter “ mfs to death idc,0
"okay, this is epic ",4
Dirty pillows,2
Spring break is comin up in two days and I’m gonn paint my walls over the break so plz comment down some suggestions (I have no talent in art so nuthin difficult plz),2
The @xfl2020 canceling the remainder of the season means we won’t get to see the @XFLBattleHawks hold up the championship trophy until 2021,2
thank you so much  pic.twitter.com/aqvt8lfguP,3
They must be FED up with all this borrowing ,1
nooo please don’t call the popo on me. ,3
 one of his favorite dinners in the chat calls him puppy,3
hi ily too ,3
aw thank you ,3
WTF girls are so HEOWJWLAJSJDJ  WHEN THEY SMILE AND THEIR FACE LITERALLY GOES  or  PLEASE.... I want a gf ,1
Why do my art tweets always FLOP?I put so much time into it give me a like ,0
Guys it’s 2am and I just started. Pray for me https://twitter.com/its_tendyy/status/1238228649138171906 …,2
I’m so ill & stressed out it’s not even funny ,1
"PLEASE, I HAVE WANTED TO TALK TO YOU SO BAD BUT IM SO LAME. YSHSHSHSHHD ",3
dadbod realness flabby edition ,3
"Someone = HIMSELF, DON'T LIE GIOGIO 

thank you sob I'm always in need of them ajfjsjf I'm v grateful",2
We got 300 before midnight! Thank you  #MUFC pic.twitter.com/MK3hqGSwDq,0
Lol I had no idea you went to Gram  #grambling_rys20https://twitter.com/jazziejaet/status/1237746555337289730 …,0
BUT THE SCHOOLS ARE CLOSED  FREE MEALS TO WHO ???,1
"Job interviewer: what’s Your Desired Pay?

Me: Uhm $7,000 weekly nothing too Major.",1
Her loss,4
wanna go swimming just so i can wear my bikini ,2
I vote oh,1
now  talking's  just a waste  of breath  and living's  just a waste  of death  and why  put a new  address  on  the same old  loneliness  and this  is you  and me  and me  and you  until we've  got nothing  left ,2
"Stuck inside because of #CoronavirusPandemic? Here’s a podcast for writers!

Listen to the most recent episode of my podcast: How Do I Brand Myself As A Writer From Scratch?  https://anchor.fm/jinapher-hoffman/episodes/How-Do-I-Brand-Myself-As-A-Writer-From-Scratch-ebe105 …
#WritingCommunity #writerslife #CoronaOutbreak #Covid_19",1
"I’m so happy now, I’m HAPPY",0
"Everyone to wash their fucking hands with your favorite song !
My song is ""Dance Monkey"" 
#WashYourLyricspic.twitter.com/hXKAW3IfG8",0
"good luck, ik you can do it!! ",0
I'm a girl ,1
Schools always hindering young entrepreneurs smhhttps://twitter.com/AndyHa_/status/1237844758011117575 …,0
stereotypes by @McndOfficial_ is such a cute song  pic.twitter.com/8eFqpxlvtl,3
if imma get it imma get it RIGHT https://twitter.com/complex/status/1237197579550699521 …,4
he has said it already  https://twitter.com/bghayward/status/1237880775510548480 …,1
Me @gibxy_ and @UnKnvOwnn need 2 for a ranked squad for the rest of the night hmu. No L’s,4
Goooo ate!!! Finally  https://twitter.com/annmaemonique/status/1237718263745802241 …,3
— That’s okay so did I  https://curiouscat.me/unicornmantis/post/1067214646?t=1583884748 …,3
let their idols have Chaengs' hairstyles let's see if they could pull it off as beautifully as Chaeng.,4
This sounds funny  ,1
Hope you get better soon Leo!!!,0
Facts and you know it’s mad restaurants not getting business cause ppl scared... ,2
i was gonna buy it to k word u ,2
If you reading this I love you ,3
Thank you so much my dear brother ,0
Lol oops. It was just me ,2
as you should ,4
Emotionally scarred tryna hit hard rn ,2
"Oiiii @StevoTheMadMan u make me smile man!!! Arrrkinelll #Marlon
",1
Yeah it's lit. I don't have any dubs yet ,4
I like this answer ,1
The voucher is self-evident ,1
Welcome Holidays ,0
"I have no idea, it's like they've never had to use the TP that comes in a MRE ",1
@LouDobbs get ready fellow ACORNS ! it's almost time for a new episode of THE CURSE OF OAK ISLAND ! woo hoo !  pic.twitter.com/K3dZfPROaI,1
This some bullshit  https://twitter.com/SouthlandSports/status/1237883974409580545 …,4
"Was Alex Jones drunk when he said that?  Oops, too soon?",0
"what does it mean
 pic.twitter.com/s5W3EobAYj",4
"Exactly  I’m someone who don’t care about what people think about me! If I want to do something, I do it! Life is too short for being bothered by others’ thoughts ",1
@bayyleigh_ is mad cause i complimented her acne,4
"TOP NEWS OVERNIGHT:

•Metro Manila to be placed under 'community quarantine' Sunday
•Travel restrictions in & out of MM to be implemented
•3 new deaths of COVID-19 in PHL
•More schools, sports & arts events cancelled
•Magntiude 5.0 earthquake in Zambales",0
My neph https://twitter.com/JuiceTooWayvie/status/1234291085477863424 …,4
but you seem wonderful ,0
"Daniel please put some happy music on. Or calming music. Whatever music takes you to a better place. Have you ever tried knitting or needlepoint or painting? 
Call your sponsor. ",0
The Hentai https://twitter.com/Kaoru_9021/status/1237364128101969921 …,1
I drew this a while ago and yet havent figured out how to do the legs  i bet lui will like it  pic.twitter.com/870P4JAdm1,4
as you should  https://twitter.com/idgaf_gabby/status/1237882493878931457 …,0
YOU go away you should be asleep by now ,4
virgin until i die <3,2
Whoo Hoo! When will he do Jews for Donnie?,0
I was preparing the homies for this ,4
As you wish Sir. ,1
This is what we need. I need a break  https://twitter.com/mkwilliamsrome/status/1237843760374898689 …,2
Right,1
thank you sweetheart ,3
Okay so @Cody_and_Kyra are by far one of my favorite accounts. They NEED more than 400 people following them. They never disappoint.,0
"Come and see Spicy Emma's LIVE in #BIGOLIVE: 
https://slink.bigovideo.tv/IguXV3 pic.twitter.com/yx8JJ8PTx6",0
my truck dont got tint. she duck whenever we pass a red hellcat  https://twitter.com/niggazwilin/status/1238149471688679431 …,2
but if i think about what to tweet all that comes into my mind is lino ,2
thank you ,2
"Today was a downer, but there is exactly 35 days until Jeff comes home and I am so excited",0
Next time I hang out with @_ILive_InNarnia we gonna watch a new Disney movie in theaters because we watched coco together for the first time ,3
Tehehe well I'm glad I'm not alone!!  you gotta gets one!! ,1
Bro where they got water at I’m on my last 35 pack,2
I’m so excited to see you thank you ,0
luv u ,3
"we used to have to change the channel and hold the antenna.

My poodle is trying to see where her voice is coming from",1
Me too!  pic.twitter.com/GZDKiSx12y,1
"Wow, that is a work of art, it's huge! It would probably feed the whole of France .",1
This deserved more luv,4
When you know your content sucks and you try to go for visuals but it still ain’t it. pic.twitter.com/t31w1dNjQi,0
OMG I thought they were garlic scapes at first glance ,1
My vibe has changed........ looking for more real vibes not that I’m trying to fit in type stuff,4
the book ended half way ,2
the fear in her eyes ..  https://twitter.com/30SECVlDEOS/status/1237894792484392960 …,1
I will ,2
queria ve vikings mas n tenho netflics ,3
His little cute messages make my heart do backflips ,0
Lemme know if you wanna chat/chill ,0
Sunday was my last day  just going to run and lift at home https://twitter.com/klughdini/status/1238252137819377664 …,2
"WORKOUT IN STYLE with my matching set from ASTORIA ACTIVE WEAR || def squat proof

USE MY CODE for 15% off ASTORIA ACTIVE WEAR : CVNDII15 pic.twitter.com/A6aPYCwhYw",4
it might be wannabe  https://twitter.com/carnationgguk/status/1238249459898867712 …,1
Thank you my dude!!! ,0
I prefer being home in my own house... besides going outside cost to much ,2
I’m too nice ,2
Your life is just As Fake as Your Chain,4
But dax is not underground! ,4
Thank you for this ,0
Right sis  https://twitter.com/niaamaee/status/1238240841111449600 …,3
Same time next week ,0
Yes yes this made me laugh so mich https://twitter.com/ayforprez/status/1238247996124520451 …,1
it's amazing to me how i'm eating so much and i still ain't gain no weight pic.twitter.com/hTXU3mnEPC,4
Looking gorgeous Sweetie,0
For real bruv,2
Thanks Elena x,1
"You know, I'm not mad about this possibility ",1
Because they’re unsure and don’t want to risk anything. Still have time to back out on things without total loss. Many canceling for events close are doing so for insurance/liability reasons.,0
love your voice. pic.twitter.com/lc4ukQHmnZ,0
You got some time at home to practice!  Maybe release another home video ,1
Y’all this whole family came in my job coughing and shit and not one of them covered they mouth. Just out here coughing in the air with no care to anyone else’s health ,0
Thanks for the love! ,0
"// I lied yesterday, the real replies are coming through today. ",2
i finished hxh ,2
"CASTLEVANIA ""Bless Your Dead Little Hearts"": Mah show's back! It's a joy to see vampire Emma Frost again. I've missed her wicked tongue.

Alucard developed a sense of humor in his madness. ",1
Idgaf about the coronavirus. Still going to @SlanderOfficial in seattle and @BeyondWlandPNW if yall dont cancel and PLEASE don't ,4
I am dyinggggg https://twitter.com/carolinaaaaRose/status/1237598596737851393 …,0
good luck i hope you pass ,2
come w me ,3
@DewGaly their shirts are so cute ,3
Except for you ,0
Cheese curls  what https://twitter.com/arianator28/status/1237843281314074624 …,3
inner child  https://twitter.com/EUPHORILlE/status/1236611149984083968 …,3
I got a weed pen today and I'm so ,1
you- i- ,4
Bro wtfhttps://twitter.com/bleacherreport/status/1238243442708213760 …,4
"Everybody is beautiful hun , sometimes I have mental breakdowns because I think that I’m not good enough, but that’s when I think life is not all about beauty. It’s about spending time with your loved ones and having a blast with friends , our time will come to find boyfriends ",0
I was not expecting this,4
My girl ,0
"older than me by three days, unfair ",4
"god i’m dying, put me out of my misery ",2
Temanny good day berarti ,1
"Come on #Italy, let’s do this  Together we can  #coronavirusitaly #italylockdown #whattodo #FAQs #staystrongitaly #iorestoacasahttps://youtu.be/Ci4G27fR4UQ",0
I don’t wanna b at work ,3
The first and second frame kamar kina gaban surukan ki  the smile behind it tho  https://twitter.com/QueenOfArewa/status/1238242556506443778 …,1
not where i volunteer making us stay 6 feet away from everybody....giving us all a 6 ft string#loveucoronavirus,1
Friday the 13th tomorrow is CURSED AF,2
"(cont) My answer: ""No I didn't know, you promised to let me know & I never heard back from you, Gloria, since before T-Giving."" Shattered my heart anew, & my grief just drags on & on & on... ",2
You can say that again ,3
the bond i have with my dog is like no other ,3
I always say I wanna draw hypmic but the truth is....idk what to draw  ppl draw like the coolest kukos and cutest jyushis so I’m like what do I draw???,3
if BTS cancels the MOTS tour I will be pisssssssttttt,4
Just had a bomb ass nap ,1
perfect ,3
Yas me first https://twitter.com/PopBase/status/1237741167439011840 …,3
"Y’all bitches bulk buying food & supplies & I’m here out bulk buying skin care product, we dying pretty out here ",4
"Reposted from @tiggsangels Look at this boyDONATIONS TO : @Eaglesmith or directly to the vet as per below 
hugo_spaghetti WE DID IT! I loved this guy so much.  PLEASE donate if you can to Little Wanderers below… https://www.instagram.com/p/B9kofeupRLk/?igshid=5x2t98qu5oib …",0
— yeah but it still doesn’t show what made her start to fall in love with him in the first place  https://curiouscat.me/kadysezra/post/1067218316?t=1583884706 …,2
I just want a cuddle ,3
we are gonna be the cutest bitches ,3
"#VAVinSeattle 
We can't go anymore~ so we must sell our perks~

We are selling 2 (can be sold separately.) VVIP tickets,, will have a low queue number as it was bought within the first minute of presale.

For Snapshots:
Baron x1 
Ayno x1

Please message me if interested",0
"im 17 if that helps, almost not a minor",4
Isn’t it ,2
"Stop being sad cuz they are gone
But be happy cuz they were here",0
I wish ppl would pay more attention to the climate crisis than to the coronavirus ,2
"I want some pasta, but I lost my wallet ",2
as much as I don't like it I hope you get all the orange juice in the world ,2
Depression kicking in... ,2
dude the amount she has to move to transition through stances... she has to be thicc.......,4
Feel like pure shit just want Rizzle Kicks back ,2
my trip to jamaica saturday morning is up in the air rn ,2
"Almost a Whisper
#Yanni 
I made a couple of mistakes because I’m playing by ear.
https://www.dailymotion.com/video/x7smn06",0
I’m going to fail this damn class ,4
"Hopefully all those bad azz kids stay in the house! Their parents betta stock up on cereal,noodles,hot pockets and juices!",1
You did better than Carter Hutton ,1
stop making me CRY  @NiallOfficial,4
Tarheels should be up by 20 points .... playing bullshit Half Court offense,4
I know....what happened to old socks or leaves??¿¿?? https://twitter.com/catturd2/status/1237490996692357125 …,1
more than fun i would be ashamed ,2
So glad to read the update ,1
Hmm.. I wanna kill myself and then I listen to Steven Universe songs and I’m super happy— but now I depressed again ,1
Asset Classes are recalibrating as we migrate to a Blockchain and Distributed Ledger System. I expect to see huge +/- price swings up and down over the next 4 - 6 weeks across all Asset Classes and Markets. We are going to see some unprecedented and spectacular daily moves.!!,0
Welcome back!!!!,0
Stop driving stupid in the rain... ,4
it is ,3
"Give me Lucky Charms! Give me Lucky Charms plz  
//the cereal btw",3
This ain't  funny,1
I love seeing you all together ,0
 you'd hate me. I talk to the one cashier all the time. She brought her photo album to work one time to show me..,1
"good morning 

any news from jongdae?? where is he??
is he alright??


@weareoneEXO",0
Awe I love you ,3
"Rich red! on its way to a lucky  bikini athlete!!!         •
•
Visit http://www.crystallinibikini.com  !    •
•
#sparklybikinis #crystalcompetitionbikini #crystallinicandystore #competitionbikini #bikiniset… https://www.instagram.com/p/B9pyOnwhJ5j/?igshid=y2tnevolyyh4 …",0
wishin i was guinevere beck right now ,2
Sheesh. . cuz just made me think about my past ,2
Same ,3
Cooked meals errday  you don’t know what des people got who touching the food ,4
yes !!!!!! or no????  wh oknows ,3
"Lol God I just realized he could be your husband! Lol
So sorry...I love his talent I swear!",1
It’s annoying thing is with these sudden big announcements is that panic of being sick really goes up and people being to worry whether they’re experiencing symptoms or not(me including),1
so no school Thursday?!#vcu,0
". . . no words, I'm sorry u have to go through this, lovie 

but they seriously should not be talking to you like this. If you are comfortable in your body regardless of the size, then they have no choice but to accept that. And it's your body, not theirs. ",4
“My bed size is a queen with no queen on there ” pic.twitter.com/feJUywjjeZ,2
"Wow! That gives us something to look forward to! No, no plans to depart before you. You first, and hopefully I’ll see you guys when I get there. ",1
No I want chicken burger ,4
"It was so sad, a tear slipped",3
I still can't believe nat and I were touched by god himself and got soundcheck ,3
There's a guy on my TL... You can tag yourself Sir  https://twitter.com/nanaserwaaaa/status/1237434551695179776 …,1
me beating oomfs in imessage games and then get accused of cheating  when will the cycle end,2
Sorry ion speak household appliance ,2
Yay Wes!!! ,0
Haha i did ,1
She really a Virgo man ,0
Yea I’m one of them ,4
I can only imagine Would he be on defense and standoffish? Or would they hit it off immediately and gang up on bad guys together?,1
It’s not funny Anji ,2
These nasty ass mf’s still have the audacity to cough and sneeze WITHOUT COVERING THEIR MOUTHS,4
Guess it’s not ever okay to have adult conversations ,0
only he can save us rn  https://twitter.com/ilyassWillDraw/status/1237879128239587328 …,4
"Ahhh gosh, I love and miss you  You are endlessly compassionate, creative, and beautiful inside and out",0
this is what i needed in my life  https://twitter.com/jaeflow9731/status/1235979520051683329 …,4
Another disappointment ,2
"PROJECT/Pulsefire/Sci-fi-idk Poppy down, Kennen next 

Seriously tho @riotgames @LeagueOfLegends give us some PROJECT or Pulsefire skins for the yordles (mainly Poppy and Kennen but any is fine)pic.twitter.com/pYzm9G3iMa",4
You Inspired me THANK YOU ,1
I have been barefoot in THE FLAT coronavirus got nothing on me ,4
@ChickfilA I was very sad when I pulled up to the drive thru  https://twitter.com/crown_vicTORIa/status/1237514682707009536 …,2
but boob hugs ,3
omg.. i've searched a lot about him too and he's adorable ,2
Lexington - 2,2
"Legit having Pitcrew, Palace 5ive, and everything but I have",4
This is actually it. So fuckin dramatic ,4
And do you win !!??,1
Actually all the reassurance is starting to unnerve me. ,1
"I’m sad that we can’t take Blake on a little spring break vacay out of town. His dad and I both work so damn much and it’s hard to get off  I feel horrible, my poor baby ",3
Lol you laughing but I feel for some of my bros ,4
I’d rather you put every single mii in dry paint than not rank them ,2
I was soooo ready to eat this spaghetti when I got home  momma put pork in it and forgot to tell me  was about to have my ass flaming,4
Okay but really imagine all the aliens with the accent free polished english and then theres Krolia after a year on earth with a heavy texan accent ,0
She had a great day my friend ! Thanks ,1
love u edward ,0
I WISH ,2
"This is true, I have silver ",1
I’m in love  she has all of the energy I love,0
"My little Felicia is sick. I truly hope the wet food and new dry food I got her helps her through the night 
Can’t really afford a vet bill right now.",3
Love u ,0
Go to bed ,4
since flights are cheap who wanna go to france with me so i can live out my fantasies once again ,1
Facts only! ,0
Thanks Jay ... will enjoy for sure. Just second time meeting my granddaughters. Awesome little Aussie accents ,1
"People doing speeches today in class are killing me with their boring ass topics. I’m not even presenting, why should I be here ",4
didnt appreciate alex and jo until now ,4
"I would’ve been fucked. I didn’t get a credit card until after college in June 2018, so I was 21 almost 22.",2
Sorry for your loss ,0
i’m with my boyz and no we don’t molly rock ,2
"The first photo will always makes me smile  Thank you both for being here for us all, we are here for you too!! @RealDeniseWelch @evapopepic.twitter.com/n1CvKRB9v2",0
CANCEL HER SIS ,4
Not when u irritate me ,2
Dawg Kensington Ave is the fuxking worst yo it’s pothole city fr ,4
"Man that's what's up!!!! I've had my eye on the gold one for awhile now. Believe they want $155 and I've almost pulled the trigger a few times. The platinum one on the other hand, kinda outta my range  Someday I will have it...someday",1
*sigh my friend forget the code when she fucked my babydaddy  https://twitter.com/_moethoughts/status/1238116263735459846 …,3
It is already claimed  but I have lots more coming and as always I do comms ,3
honestly  https://twitter.com/gjonesbass/status/1237823675681787905 …,4
Need ,3
Sugar and pasta ??? Diabetes really doesn’t mean anything anymore ,2
Our manager is a different animal ,4
you and em are breaking my research i was right until y’all replied ,4
"I just remembered last year around this time, I cried a bucket full of tears cause I arrived late on an event wherein I was supposed to give a message ",3
In life we all find ourselves at some point or the other in both those positions. ,0
“I will make a way in the wilderness and rivers in the desert.” LAH GRABE NAMAN PO YON LORD ,0
Happy birthday,0
"I don’t trust buying tickets from people who aren’t followed by the community  who do you know here, bro?!",4
"obsession, kick it, feel special, psycho, fear e levanter",3
Until you ruin it again.  https://twitter.com/strawberricoups/status/1237890667797344256 …,4
Sometimes I’m like “idk what I want to listen to today while I play” I’m playing myself cause I should’ve listened to Billie eilish from the beginning ,4
I swear  https://twitter.com/GGYOUNGBOY/status/1237490271488638976 …,4
it’s almost time for new jack harlow music ,4
And... a judge orders that Chelsea Manning be released!  https://twitter.com/allicinema/status/1237895656502509569 …,0
"I donf know who I was kidding waiting 5 and a half weeks for eyelash infills, I’ve booked in for next week and that’s even too long",4
I wanna see something,1
ME IT’S ONLY 19:54  I WANT IT NOW!,4
Sending love and prayers to you and your family,0
#166: President Trump Addresses the Nation on Coronavirus Good advice from these goofballs  https://townhall.com/podcasts/triggered/2020/03/12/166-president-trump-addresses-the-nation-on-coronavirus-n2564858 …,1
Good!https://twitter.com/unlv/status/1238251143131783168 …,4
"Do check out this amazing, awesome mate and support him by liking his stream and subscribe to his epic channel !  https://twitter.com/darthjr19/status/1237513645854281730 …",1
I’m excited ,3
follow @avkooku ,3
wait i’m actually hella sad classes are remote this is my last quarter at UCI ,2
What’s up? https://twitter.com/clarxssaaa/status/1238171957302099977 …pic.twitter.com/DRaiNGoQbY,0
Just fuckin vibin at the beach by myself rn! So fckn relaxing ,3
I only do breakups based on Star Wars. ,1
I feel like everything is getting cancelled cus it’s raining,0
idc what a mf say once your shit pop up in black & white you HOT periodt,0
Happy birthday! ,1
I miss my jo ,3
They really didn’t add another stretch goal tho-  like we worked HARD,4
my tiny baby emilia  pic.twitter.com/m7aRs7b5nr,3
You scared?,0
big guy  https://twitter.com/CarnesBraden/status/1237521404599218180 …,4
Probably working from home until April. I HATE working from home. ,4
I adore you my queen ,0
I hope Gary is waiting for me in his taxi when I get out of work ,3
thank you noah,0
"And if you're in Cumbernauld and like your Carling well tough titty, you'll have to make do with something else. Honestly God fucking help us all. Probably blame it all on bloody @GretaThunberg, it wouldn't surprise me one bit... pic.twitter.com/EnOmGQ3ljP",4
but not season 13-15 of criminal minds,2
omg thank you ,3
Giota you're so sweet I love you too ,3
Damn weebs  https://twitter.com/tahidiot/status/1237505873510936576 …,4
"I hope i get the Coronavirus, haven’t gotten attention from anyone in awhile ",2
What flavor are we thinking? These are important factors that weigh into this decision aren’t they?,1
@NHLBruins @NHL please dont cancel or postpone any games until after monday !!! bought tracy tickets for her birthday and i will risk my small chance of getting corona,4
Ok bro,4
Shit what yall get?  https://twitter.com/HBCUBuzz/status/1237201581076033539 …,1
"#Daily_report 2020-03-10

 126 blocks forged
 1031 $LTO rewards
 4 new leases for 670941 $LTO
 1622 $LTO unpaid
 4129866 $LTO pooled

Check it out => https://lto-lease.com/reports 
#lto $lto #ltolease @LTOnetwork #transparency #node #adoption",0
EVERYONE WHO SEES THIS BETTER REPLY WITH “STRAWBERRY BEAUTIFUL”  https://twitter.com/acnlmingi/status/1238251582728409090 …,4
I would both murder and die for each of them  https://twitter.com/LauraBaileyVO/status/1238244382307954688 …,0
his laugh is moosic to my ears  I just got home from work and this took some of my tiredness away uwu  https://twitter.com/demseokdimple/status/1238252067925393408 …,3
maybe if he washed his own hands he wouldn’t have gotten tuberculosis  https://twitter.com/coronafaves/status/1237260884709232641 …,2
SHARING #CoronaVirusUpdate Two Greatleaders @adriandix & @bonniehenryfans #DrBonnieHenry in the face of a global emergency. Daily British Columbia update. Leadership! A great watch. #bcpoli #CoronavirusPandemic #Covid_19 #CoronaVirusBC @jjhorganhttps://www.facebook.com/598391336/posts/10163258441061337/ …,0
Me too I no need bad energy ,0
Ight man look i was joking with the thanos tweets man chill  https://twitter.com/MikeDelMoro/status/1237799918439411712 …,2
Dem nuh want we ,3
We get activeBig 72 pic.twitter.com/dgPfyLEu1b,4
omg stop it ,3
GO GET EACHOTHER ,0
my son had a great day till he hit somebody at dismissal  .,4
@alessiacara hello ma’am ily so much and many other people do too  this is the worst possible situation and you deserved that opportunity so much!! you are the most hardworking and talented person i know! you are amazing never stop doing what you do!   #AlessiaWeAreWithYou,3
$seealegs ,3
oh my  no you  jazaka’allah khair ,3
Feeling happy and positive today ,0
"okay...i suddenly miss them so much
#HeIsPsychometricpic.twitter.com/gh8874S4zn",0
goodmorning babols  pic.twitter.com/zDQPyiOs8Y,3
Shit getting old!,0
maybe someday i will have famous mariana burger  pic.twitter.com/QDzv89Vpm5,2
She is! ,3
I hope the winner boys stay healthy and happy ,3
Sha momma Sue. I love that woman ,0
cb coming in a real speed,4
Sweeet! ,1
omfg i'm laughing so hard now  https://twitter.com/acebeingextra/status/1237488276958785537 …,2
How can someone love a person so freaking much?  pic.twitter.com/bbU2xDs3Sz,0
Gotta get to it ,4
"HFDSFJK DOMI, THANK YOU SO MUCH 
I'M CRYING, YOU'RE SO SWEET ; ~ ; 
Thank you for your amazing friendship and for your support always, it means the world to me!! I love you man ",0
They live on the range together sitting on the fence watching the sunset together. That be there day.,0
It’s my birthday maya ,0
Im going to cry  btw wooyoung & jongho english are so good ,3
why r u always the cutest? ,3
yw!!! your faves are so cute ,3
I paid like $300 for the whole year,4
A7 im almost at a 1000,2
Why can’t I shake this person like is there voodoo or something on me?,0
The twins’ birthdays snuck up on me i have no art for them ,3
i cant do this anymore PLEASEEEEEEE GOD,1
"Someone just kindly pointed out that ny thesis is quoted in the book ""Fangirls"" by Hannah Ewens.   ofc on none other but the queen pic.twitter.com/0jOt1rWFel",3
affection routines r the hardest to remove urself from when u still care for one another even if not romantically  like oops! called u honey when asking how ur day went! wuh woh!,2
Thank you ,0
Bless your pea-pickin’ heart.  ,0
Yes ya thank youuuu. I miss youuuu ,0
No problem ,0
This is great  loving this already  uwuw https://twitter.com/jimixs_jk/status/1237589404878696448 …,3
i know ,2
"I’ve fought some of the TOUGHEST battles & won, so my smile will always remain...MY SMILE  pic.twitter.com/KTENSna2JS",1
Faleminderit shume,0
You deserve it babe! Make time for you ,0
Wow. I was an original stan too! I loved that show so dang much in the early seasons. I wish I was on twitter then so I could have had peeps to shout about it with. At least I found y’all for Outlander. ,1
DAMN,3
Happy to help! ,1
Mhmm let me see 2 babies  https://twitter.com/saweetie/status/1238229740927897600 …,1
School sucks. I hate the eng bridge  ,2
i only worked 2 hours and got sent home  like i could’ve beeeen crying lol https://twitter.com/cambria_cambam/status/1238198257957789697 …,4
As much as I like Osomatsu-San I can't even argue with this ,2
BIG QUESTON. So do i need an adult over 18 with me at the tour?? Im 15 and i already bought my tickets and im going alone soooo,3
"Lol don't mind me. I've been at this almost 3 years now and I teach too. So abeg, no be so beginners dey do",1
no stooop you are the most uwu,4
I love you baby,0
I feel like everything is getting cancelled cus it’s raining,0
"Am I the only one going broke from using public transport without a student myki . 

It’s like $10 a day",2
"Jaelyn asked me to pick her softball walkout song and I picked “Diva” by Beyoncé. Which is perfect. The cute back story is when she was 3 years old I dubbed it her song.  
https://youtu.be/rNM5HW13_O8",0
They are absolutely insane   ,4
Bhad bitch ENERGY,4
Quietest I’ve ever seen this bunch #watercolors #SalterStrong #afterschoolisCOOLpic.twitter.com/C067XwiWm0,0
3 sea shells  (Demolition Man reference),1
Fucking 223 said we still gotta go to school tomorrow-,3
My nails sparkle too but in magenta ,2
Obviously the gays haven't kongkek enough lately ,4
I hate us ,4
i should be writing an essay rn ,2
WHO GAVE U THE RIGHT TO LOOK THIS GORGEOUS ,4
$therealimonn,0
SMH....Only GODis in control don’t let the devil make u think other wise  pic.twitter.com/r4AIo2JZCV,0
I’ve been asking since Jesus was a fetus ...when and I’m down!,1
It rlly is  I'll make the new acc and if they question me I'll just say i forgot the old one lol,2
